BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,PAYMENTS,MINIMUM_PAYMENTS,TENURE,PAYMENT_TO_MIN_PAYMENT_RATIO,MONTHLY_AVG_PURCHASES,MONTHLY_AVG_CASH_ADVANCE,MONTHLY_AVG_PAYMENTS,CASH_ADVANCE_SHARE,CREDIT_LIMIT,BALANCE_TO_LIMIT_RATIO,PURCHASE_TYPE_Installments_Only,PURCHASE_TYPE_No_Purchases,PURCHASE_TYPE_One_Off_Only,TARGET_IS_FULL_PAYER
-0.13333635995816454,0.5187451275660458,-0.49193401475796855,-0.37690360072730544,-0.45474036889200325,-0.4421726713141134,-1.2138119005596189,-0.6723969329817854,-0.9087089073909357,0.14775899347692334,-0.19047469842914352,-0.5935424417468872,-0.044790318189583345,-0.1781555283711246,0.3590947895022547,-0.04362181219133367,-0.49926677985666273,-0.4352145630676551,-0.061395327881893495,1.3882052114051413,-0.8138045723263623,1.3155217318465076,0.0,1.0,0.0,0
-0.7509624273864101,-3.710742628596189,-0.43632387455324545,-0.37690360072730544,-0.3301650265099778,-0.4753426069316877,1.276416426699059,-0.6723969329817854,1.6106921932620015,-0.6787186507510263,-0.49285991767338305,-0.10032091267242328,-0.6048739304630781,-0.22430092449514064,0.3590947895022547,-0.07141433361654628,-0.4444620510779873,-0.4649864299770286,-0.6048700784264177,-0.8616773937054012,-0.9510795231750249,-1.102487979179964,1.0,0.0,0.0,0
0.6713872249152432,0.5187451275660458,-0.22195786579487561,-0.02490889015688305,-0.45474036889200325,-0.45639479524902643,0.6538593448843896,1.854367630360924,-0.9087089073909357,-0.2654823080650253,-0.3416673080512633,-0.1825245008515006,-0.38171560508817404,0.07785283779773483,0.3590947895022547,-0.06687222932566575,-0.23320074286837766,-0.44797971238360695,-0.3883293467260998,-0.709240101712967,0.14712008361427606,0.5680642218198485,0.0,0.0,1.0,0
-0.4175199269017966,0.5187451275660458,-0.49193401475796855,-0.37690360072730544,-0.45474036889200325,0.3225400169670303,-1.2138119005596189,-0.6723969329817854,-0.9087089073909357,2.2139456657628758,2.682184884391132,-0.5935424417468872,-0.43053189219728827,-0.2711807360762849,0.3590947895022547,-0.05329593393725171,-0.49926677985666273,0.2511577182024052,-0.4356980232553831,1.3882055276275014,0.009845132765613433,-0.667344855994659,0.0,1.0,0.0,0
-0.7316037994281953,-1.4037473845587172,-0.4121606641762475,-0.37690360072730544,-0.2760356861651792,-0.4753426069316877,-1.0062937033641715,-0.6723969329817854,-0.6987596554702246,-0.6787186507510263,-0.49285991767338305,-0.5524406476573486,0.19224078016459895,-0.325451400139153,0.3590947895022547,0.15769189505634926,-0.42064880072007915,-0.4649864299770286,0.16860679006336324,-0.8616773937054012,-0.40197971978037444,-1.0645934075129568,1.0,0.0,0.0,0
1.3708613164436347,0.5187451275660458,-0.49193401475796855,-0.37690360072730544,-0.45474036889200325,1.0826522112745243,-1.2138119005596189,-0.6723969329817854,-0.9087089073909357,4.280137296904776,4.345303590234449,-0.5935424417468872,0.38480012444078426,0.7183820668133702,0.3590947895022547,-0.06327793587830141,-0.49926677985666273,0.9334007995885709,0.3554559306242099,1.38820553431942,0.03730012293534596,1.6063008984327054,0.0,1.0,0.0,0
-0.6496097937299656,-1.7882501164714262,-0.49193401475796855,-0.37690360072730544,-0.45474036889200325,-0.041360617829361,-1.2138119005596189,-0.6723969329817854,-0.9087089073909357,0.14775899347692334,0.2631031304372157,-0.5935424417468872,-0.413752041937891,-0.2814364502387815,0.3590947895022547,-0.048827058724647335,-0.49926677985666273,-0.07546339412964852,-0.4194157669385401,1.388205516126118,-0.9510795231750249,-0.507293739833135,0.0,1.0,0.0,0
0.5657160291390653,0.5187451275660458,-0.49193401475796855,-0.37690360072730544,-0.45474036889200325,-0.09786863927317022,-1.2138119005596189,-0.6723969329817854,-0.9087089073909357,0.14775899347692334,-0.19047469842914352,-0.5935424417468872,-0.3712906559839031,0.038323628125359034,0.3590947895022547,-0.06618367333780993,-0.49926677985666273,-0.126182494496119,-0.37821354171105065,1.3882055123510104,-0.40197971978037444,1.4749140061728447,0.0,1.0,0.0,0
0.4159501788448321,0.5187451275660458,-0.49193401475796855,-0.37690360072730544,-0.45474036889200325,-0.38003573545247576,-1.2138119005596189,-0.6723969329817854,-0.9087089073909357,-0.2654823080650253,-0.3416673080512633,-0.5935424417468872,-0.26339583593149757,-0.06652633897279966,0.3590947895022547,-0.06099964400987514,-0.49926677985666273,-0.37944319811966837,-0.2735182620634223,1.3882054265142925,-0.12742981808304918,0.6106881890224404,0.0,1.0,0.0,0
3.6746661301513304,0.5187451275660458,0.22349749098632776,0.13381939985517988,0.27042578855191574,4.299809724650728,1.276416426699059,0.1698579214657845,1.6106921932620015,3.453659652676827,3.89172576136809,2.5712957031475896,0.8833640632518293,1.6267305627188084,0.3590947895022547,-0.06478389480648393,0.20580300575602306,3.8209790698334003,0.8392353277323633,1.1038320489460327,2.2062443463442154,0.9766754739162296,0.0,0.0,0.0,0
