BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,PAYMENTS,MINIMUM_PAYMENTS,TENURE,PAYMENT_TO_MIN_PAYMENT_RATIO,MONTHLY_AVG_PURCHASES,MONTHLY_AVG_CASH_ADVANCE,MONTHLY_AVG_PAYMENTS,CASH_ADVANCE_SHARE,PRC_FULL_PAYMENT,PURCHASE_TYPE_Installments_Only,PURCHASE_TYPE_No_Purchases,PURCHASE_TYPE_One_Off_Only,TARGET_CREDIT_LIMIT
3.42306601318797,0.0,0.009752609281680112,0.27021691013722887,0.18794831907354587,4.244814941782869,0.0,0.0,0.3333333333333333,3.0000045000045,6.25,0.125,1.6061540385178137,7.3850724549073705,0.0,-0.26751200496647903,-0.008658748981786955,3.9773350517165103,1.5651115009421017,0.970877090450086,0.0,0.0,0.0,0.0,8000.0
-0.11233500867961181,0.0,4.295161096827462,7.644276228419655,1.03057211995506,0.17144475499254577,0.5,1.9444466666666669,0.888888,0.7500022500022501,0.75,2.5625,2.616437314922918,-0.14942623197777602,0.0,3.9224417894702905,4.090745849515984,0.16064145146888284,2.5614783739998006,0.03915489640141404,1.1666701666701667,0.0,0.0,0.0,6500.0
0.7742804179941797,0.0,0.5125036166514161,0.6681274900398406,0.8568619825425633,0.4033591125602957,0.599999520000384,0.5555566666666667,1.1111106666666666,0.7500022500022501,1.0,1.6875,-0.005041088575750565,1.447098146808313,0.0,-0.26238834489605684,0.4722708514286486,0.3779421149845246,-0.023889810037042873,0.3488118847299329,0.0,0.0,0.0,0.0,2500.0
0.12782085731279236,0.0,-0.20793804999564827,0.1734307215582116,-0.1938250799412324,0.2411937637612343,-0.399999280000576,0.27778,-0.22222266666666668,1.125001125001125,0.75,-0.25,-0.2818646740030216,0.013690173168543297,0.0,-0.13921144622985906,-0.2169007619159058,0.22599534350019712,-0.29690021874363337,0.6983860533810442,0.0,0.0,0.0,1.0,1200.0
-0.4449358652073437,-9.000009000009003,-0.20520938941514924,-0.06366533864541832,0.10174142252182179,0.0,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.0,0.0,0.3125,-0.47785168440101505,0.0,0.0,-0.31936894425569723,-0.21429053613137541,0.0,-0.49018755633574246,0.0,0.0,1.0,0.0,0.0,2700.0
-0.43438284286601525,-1.6363636363636374,-0.17429084228577077,-0.06366533864541832,0.17273787918071035,0.0,0.299999760000192,-0.27777666666666667,0.6666666666666666,0.0,0.0,0.125,-0.4358276632048409,-0.26785330804635893,0.0,-0.1419238074600866,-0.18471397775907616,0.0,-0.44874240568301316,0.0,7.000007000007,1.0,0.0,0.0,1000.0
-0.2624010987864859,-0.8181818181818187,-0.3339268954193787,-0.06366533864541832,-0.1938250799412324,0.34987400174729266,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.7500022500022501,0.5,-0.4375,0.7060420736548636,-0.3138009178257891,0.0,2.8271673288429837,-0.3374211869326697,0.32782727867268524,0.6773983567400568,1.0457186759533539,2.0,0.0,1.0,0.0,1200.0
-0.16759696316850775,-3.2727272727272734,0.9623938821547953,2.3758565737051796,-0.1938250799412324,0.0,-0.299999760000192,0.5555566666666667,-0.22222266666666668,0.0,0.0,-0.125,-0.44237987559002157,-0.17947374866910734,0.0,-0.2221431656357401,0.9026340778477339,0.0,-0.45520436295608846,0.0,0.0,0.0,0.0,1.0,2500.0
-0.40368270319730337,0.0,1.207578149074255,-0.06366533864541832,3.3458430559156507,0.0,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.0,0.0,1.75,0.4791156926139122,-0.39310381175591863,0.0,4.172010489631524,1.137176365755638,0.0,0.4535978307166902,0.0,1.4000014000014,1.0,0.0,0.0,6000.0
-0.2725700507955516,0.0,2.9929689944180082,2.7954758742806556,3.9568533402471693,0.0,0.599999520000384,1.1111133333333334,1.0,0.0,0.0,2.3125,1.2807986552673614,-0.20284247300958866,0.0,2.5529218673305922,2.845074098909556,0.0,1.2442378079762537,0.0,7.000007000007,0.0,0.0,0.0,20000.0
-0.3037454540035638,0.0,0.06543610347269108,-0.06366533864541832,0.7232088842796647,0.0,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.0,0.0,0.3125,-0.4570857310934616,-0.22932194337768694,0.0,-0.2156282435005788,0.0446078585797671,0.0,-0.46970764892132666,0.0,0.0,1.0,0.0,0.0,2500.0
-0.4449358652073437,-9.000009000009003,-0.3158142346695146,-0.06366533864541832,-0.15223403335926022,0.0,-0.5,-0.27777666666666667,-0.111112,0.0,0.0,-0.375,-0.5616497151766711,0.0,0.0,-0.39943071922917234,-0.3200946881905285,0.0,-0.5728312898729626,0.0,0.0,1.0,0.0,0.0,4000.0
-0.3828603625827812,-2.2500022500022507,0.02857095811270781,0.6185126162018593,-0.1938250799412324,0.15189572147751146,0.0,1.3888900000000002,-0.22222266666666668,0.5625005625005625,0.75,0.0,-0.4973426058294694,-0.3191088418935034,-4.0,-0.23101228874708238,0.18272480569569266,0.21348640124150944,-0.47769934774533906,0.3195779999887609,0.0,0.0,0.0,1.0,500.0
-0.4190491362731724,-0.8181818181818187,0.068785769564614,0.13111111111111112,0.4932374038544637,0.0,0.0,0.0,0.2222213333333333,0.0,0.0,0.0,-0.20718775152173022,-0.2778673798293276,0.0,0.35836708189128047,0.04781213574974231,0.0,-0.22325195248012128,0.0,2.9999999999999996,0.0,0.0,0.0,1700.0
-0.23564611266991534,-6.545463545463548,-0.3339268954193787,-0.06366533864541832,-0.1938250799412324,1.6769065596666233,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.374998874998875,0.25,-0.4375,1.9931963474650676,-0.30278336754511354,0.0,5.744356269660134,-0.3374211869326697,1.571239106931265,1.9468223973938557,1.0457186971424006,0.6363636363636364,0.0,1.0,0.0,10000.0
-0.2963950445644561,0.0,2.129028008759942,2.313829127932714,2.5607337308789213,0.0,0.599999520000384,3.055556666666667,0.7777773333333333,0.0,0.0,2.8125,1.369006490343712,-0.2372089624932533,0.0,3.0952147127707663,2.0186316116344067,0.0,1.331230601845853,0.0,6.4166754166754165,0.0,0.0,0.0,2500.0
0.23544021326013811,0.0,-0.3339268954193787,-0.06366533864541832,-0.1938250799412324,0.9176656885922255,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.7500022500022501,0.5,-0.4375,-0.11344912942112595,-0.0020403010881990266,0.0,0.03053239723462002,-0.3374211869326697,0.859840525217913,-0.1308045568155557,1.0457186925203297,0.0,0.0,1.0,0.0,1800.0
-0.43424457300183766,0.0,-0.23042597684872637,-0.06366533864541832,0.04383804338432286,0.0,0.599999520000384,-0.27777666666666667,0.944444,0.0,0.0,0.0625,-0.5245186927142602,-0.32819633842068985,-4.0,-0.297112180921827,-0.18890834057145947,0.0,-0.5179019622155492,0.0,2.333333333333333,1.0,0.0,0.0,1000.0
0.34344256122958766,0.0,1.0719072631769608,0.2400265604249668,2.663749891971307,0.28718220808863254,0.599999520000384,0.0,1.1111106666666666,0.374998874998875,1.0,2.75,-0.33441190410844374,16.917069216983812,0.0,-0.39316934937174314,1.0073941395930748,0.26908590318439607,-0.34872362369425525,0.1847298114469708,0.0,0.0,0.0,0.0,1000.0
-0.03972345161752772,-1.6363636363636374,-0.3339268954193787,-0.06366533864541832,-0.1938250799412324,2.739597148854353,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,1.875003375003375,1.75,-0.4375,1.322349226432875,-0.09191376782368103,0.0,1.8036331714629104,-0.3374211869326697,2.566966032009035,1.2852160302559064,1.0457186993094143,1.0,0.0,1.0,0.0,3000.0
0.8318274406772774,0.0,-0.0986975350315325,0.37900841080123954,-0.1938250799412324,2.5122784145098804,-0.5,0.0,-0.22222266666666668,1.5,1.75,-0.375,0.0043475770209110655,0.8924421572554575,0.0,-0.2046621437710305,-0.11240172274901783,2.3539714062314587,-0.014630470996990202,0.9601261328915454,0.0,0.0,0.0,1.0,3000.0
0.9162958137476194,0.0,2.8509186882669955,1.3743337760070828,5.36472647135079,0.0,0.599999520000384,0.8333333333333334,1.1111106666666666,0.0,0.0,4.6875,1.27026083302795,0.5617007289390871,0.0,0.4268985237777887,2.709189344878332,0.0,1.2338451416432221,0.0,0.0,0.0,0.0,0.0,5700.0
0.39907061148529605,0.0,-0.3339268954193787,-0.06366533864541832,-0.1938250799412324,0.32652780218142835,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.374998874998875,0.25,-0.4375,0.3118057795900509,0.1666934489542391,0.0,0.22716955946421777,-0.3374211869326697,0.3059522006937426,0.28859257054419973,1.045718674038945,0.0,0.0,1.0,0.0,10000.0
-0.29574792131333966,0.0,0.32368971365529964,0.06913678618857902,1.1541785498228327,0.07078117809407371,0.599999520000384,0.0,1.1111106666666666,0.374998874998875,0.25,1.9375,-0.11338422347818373,-0.2159758958511135,0.0,0.35181195516521446,0.2916522279177149,0.06632102093880834,-0.13074054493599424,0.10620921089813962,0.0,0.0,0.0,0.0,5000.0
-0.02117926562723224,0.0,-0.21491965741195954,-0.06366533864541832,0.07944430040618787,0.0,-0.299999760000192,-0.27777666666666667,0.0,0.0,0.0,-0.25,-0.36411088381695633,-0.14106262442995374,0.0,-0.13701635617526645,-0.22357933961287657,0.0,-0.3780135072707398,0.0,0.0,1.0,0.0,0.0,3000.0
-0.4269371183831256,-3.2727272727272734,-0.07767743938727459,-0.06366533864541832,0.39458560193587405,0.0,-0.09999952000038398,-0.27777666666666667,0.3333333333333333,0.0,0.0,0.0625,-0.3087285203546122,-0.3342214073752958,0.0,0.32249257509141976,-0.09229398342956673,0.0,-0.32339402222702784,0.0,1.909090909090909,1.0,0.0,0.0,1500.0
-0.09904109028817354,0.0,0.9036618154531577,2.176830455953962,-0.08583959899749376,0.0,0.5,2.5,-0.111112,0.0,0.0,0.6875,-0.5616497151766711,0.0,0.0,-0.39943071922917234,0.8464512180303597,0.0,-0.5728312898729626,0.0,0.0,0.0,0.0,0.0,4000.0
0.4984236330537417,0.0,-0.24956423760988158,0.09509517485613103,-0.1938250799412324,0.11301740297941754,-0.3599997120002304,0.38889,-0.22222266666666668,2.7000027000027,1.5,-0.125,-0.31556620104458144,0.13738438384977167,-2.0,-0.2148076020022508,-0.2405800101708798,0.12707496119071113,-0.28159876068455636,0.6112796174732633,0.0,0.0,0.0,1.0,2000.0
0.508904101037577,0.0,-0.3339268954193787,-0.06366533864541832,-0.1938250799412324,1.7899639077217544,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.374998874998875,0.25,-0.4375,-0.07094509296536425,0.2051068217603559,0.0,-0.06652184746111488,-0.3374211869326697,1.677172335927326,-0.08888600299523457,1.0457186974952555,0.0,0.0,1.0,0.0,3000.0
-0.3440344460340931,0.0,-0.3339268954193787,-0.06366533864541832,-0.1938250799412324,0.31446474496857946,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,1.125001125001125,0.5,-0.4375,-0.31709016888509495,-0.33021819257433893,-4.0,0.28239387222354556,-0.3374211869326697,0.4419739151810832,-0.2110450917256425,1.04571867293838,0.0,0.0,1.0,0.0,1000.0
0.15643332761248507,0.0,2.213569440883334,4.308109783089863,0.3214717829055397,0.2893730596357974,0.299999760000192,1.9444466666666669,0.2222213333333333,0.7500022500022501,0.5,1.375,0.93647706348212,0.6375186947111884,0.0,0.23138968062381066,2.099503607062011,0.27113870189792166,0.9046591613277019,0.11146198171518064,0.5833315833315833,0.0,0.0,0.0,1700.0
-0.2843396823312166,0.0,0.7447126320518822,1.3389021691013723,0.5716014173364444,1.2804750917823757,0.09999952000038398,1.1111133333333334,0.3333333333333333,1.5,2.0,0.9375,1.2301905298160678,-0.25143323304381554,0.0,3.0277894520347686,0.6944010656921823,1.199788102719242,1.19432679699066,0.5803012271036861,1.2727272727272727,0.0,0.0,0.0,2000.0
0.17133742151770823,0.0,0.3010512400115734,0.3382115980522355,0.7738743410249761,0.0,0.399999280000576,0.27778,0.7777773333333333,0.0,0.0,0.25,-0.07596712908702437,-0.04238080837095356,0.0,0.10734903908139284,0.26999635468468025,0.0,-0.09383886180600923,0.0,0.0,0.0,0.0,0.0,7500.0
-0.31390708251079036,0.0,0.2564235257587911,-0.06366533864541832,1.1617621640307663,0.0,0.399999280000576,-0.27777666666666667,0.888888,0.0,0.0,0.5625,-0.3729512369181245,-0.22122879919016078,0.0,-0.07728478545910322,0.22730566193975774,0.0,-0.38673208668490083,0.0,0.5833315833315833,1.0,0.0,0.0,2500.0
-0.38681681459404915,0.0,0.3525664699365117,-0.06366533864541832,1.382529599861723,0.0,0.599999520000384,-0.27777666666666667,1.1111106666666666,0.0,0.0,0.3125,-0.1711012564578559,-0.21855282114443517,0.0,0.26102717690690125,0.31927561734090004,0.0,-0.18766253999935176,0.0,3.818188818188818,1.0,0.0,0.0,1000.0
0.7259310119773068,-0.8181818181818187,-0.3339268954193787,-0.06366533864541832,-0.1938250799412324,1.0536277422986184,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,0.7500022500022501,1.75,-0.4375,1.7512114105602232,0.38542755477851715,0.0,0.8509843863969191,-0.3374211869326697,0.9872351582764443,1.7081707434054099,1.0457186938376652,0.0,0.0,1.0,0.0,6000.0
-0.43734303250410866,-4.090909090909093,-0.17388624778590367,-0.06366533864541832,0.17366692593552846,0.0,-0.054545956363234935,-0.27777666666666667,0.3838373333333333,0.0,0.0,0.1875,-0.43663213092574754,-0.3843577146038905,-1.0,0.10900108871840951,-0.17040928585777218,0.0,-0.4383271104397307,0.0,3.5000035000035,1.0,0.0,0.0,7000.0
0.1857209966341112,0.0,-0.3339268954193787,-0.06366533864541832,-0.1938250799412324,4.64417000058942,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,3.0000045000045,7.0,-0.4375,3.399789846125121,0.05886794953706184,0.0,2.9884019297931204,-0.3374211869326697,4.351525421675128,3.334040416987439,1.0457187007117539,0.5833315833315833,0.0,1.0,0.0,4500.0
-0.3071101036061192,0.0,-0.07023478242460311,-0.06366533864541832,0.41167574107682997,0.0,0.5,-0.27777666666666667,1.0,0.0,0.0,0.75,-0.44615209586343146,-0.20567312608434252,0.0,-0.21259084379260476,-0.08517436758279592,0.0,-0.45892462182415195,0.0,0.0,1.0,0.0,0.0,2500.0
2.573253667412016,0.0,-0.3339268954193787,-0.06366533864541832,-0.1938250799412324,2.9728684134729466,-0.599999520000384,-0.27777666666666667,-0.22222266666666668,1.5,2.0,-0.4375,0.3666808854971473,2.408814158282348,0.0,-0.24637316875964074,-0.3374211869326697,2.785538099354822,0.3427117853805739,1.045718699577732,0.0,0.0,1.0,0.0,7500.0
-0.31004128276026766,-2.454545454545456,1.4954612494913169,1.1758211598052235,2.4944905366865435,0.7341262322613867,0.0,0.0,0.3333333333333333,0.374998874998875,0.5,0.1875,1.1591792604822795,-0.37606893704848243,0.0,6.139726640513699,1.4125641868021586,0.687866499718693,1.1242936904052212,0.31006578466241186,0.0,0.0,0.0,0.0,2700.0
